1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
246668,43905,15494,7524,4124,2655,1778,1330,984,771,648,513,442,405,296,271,246,233,208,192,171,138,158,152,163,158,152,145,148,149,138,136,140,177,145,169,177,172,168,175,179,195,184,184,200,177,226,220,202,249,224,228,269,263,254,245,272,228,221,223,220,213,186,217,172,155,162,129,125,101,73,82,64,52,39,36,27,16,10,9,4,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
224073,38254,13237,6191,3399,2080,1411,1010,735,566,422,337,293,217,214,226,186,165,160,108,102,126,93,85,113,107,87,98,85,91,106,103,97,104,112,100,113,116,114,110,145,139,140,142,153,150,185,195,208,196,198,214,222,253,255,252,287,266,264,300,281,298,296,275,297,265,272,259,260,196,207,160,155,116,100,93,78,67,52,41,29,17,14,6,5,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0
202753,33386,11189,5049,2755,1602,988,756,493,408,282,246,171,171,130,125,95,94,90,68,57,87,53,53,56,51,36,45,54,50,53,53,48,60,65,63,70,66,53,70,95,87,69,103,103,122,114,114,146,138,156,152,190,180,191,229,230,252,258,274,269,336,284,308,333,329,361,365,322,373,284,294,290,255,237,241,210,153,152,100,92,68,48,36,22,20,16,5,3,1,2,1,0,0,0,0,0,0,0,0
182940,28955,9266,4250,2169,1212,780,535,344,256,210,152,117,106,78,67,48,58,47,30,29,37,25,24,41,31,22,30,23,28,30,23,24,25,21,33,25,41,29,37,34,53,47,47,48,58,73,69,76,91,107,93,129,114,154,137,161,169,195,214,236,264,295,298,298,338,375,341,373,417,386,438,372,426,398,374,328,312,255,241,189,140,125,92,77,40,26,21,14,7,5,2,2,2,0,0,0,0,0,0
165529,25464,7882,3343,1752,904,567,359,234,164,118,88,79,74,33,20,40,31,38,15,10,23,21,13,12,9,16,13,11,12,12,12,12,14,16,18,17,8,8,17,22,17,19,31,22,28,36,36,32,46,50,53,75,60,85,93,114,104,139,146,139,176,187,209,259,276,288,328,357,408,404,417,441,433,478,469,457,423,422,368,342,312,256,221,156,123,88,65,51,34,23,6,2,0,1,1,0,0,0,0
149562,22189,6571,2624,1213,722,353,230,157,106,72,52,44,27,31,24,12,10,7,13,5,6,7,4,5,6,6,4,3,8,3,2,9,9,5,1,2,9,6,8,8,10,6,8,13,12,11,21,14,29,15,15,20,32,33,44,59,56,56,99,90,92,112,136,130,177,186,247,282,318,327,351,409,455,494,481,491,535,528,537,518,464,444,364,318,265,215,145,98,65,54,27,12,7,2,2,0,0,0,0
134823,18751,5344,2045,936,477,266,133,103,68,42,35,22,16,9,11,6,3,6,4,4,1,3,1,1,1,1,1,0,2,3,1,3,2,2,1,1,1,1,3,2,0,3,3,3,5,2,3,8,7,7,11,5,13,15,17,18,28,18,23,41,58,62,76,103,94,137,130,168,183,216,253,303,331,386,429,488,515,582,558,634,603,569,569,471,455,389,296,244,196,105,77,40,23,7,1,0,1,0,0
122145,16475,4302,1636,713,321,160,89,75,45,34,12,13,10,9,7,5,6,1,1,2,2,1,0,2,0,0,0,0,1,0,0,0,2,1,1,0,1,1,0,0,0,0,3,1,0,2,2,2,5,3,4,3,4,1,8,6,8,12,20,23,16,21,32,41,50,60,75,92,114,131,141,218,253,299,323,356,470,482,563,589,680,649,649,616,609,531,471,419,328,251,159,93,60,27,14,4,0,0,1
110236,13506,3648,1253,474,222,143,63,43,21,21,14,10,7,3,2,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,2,0,3,1,3,1,4,1,2,4,10,5,7,17,15,22,31,39,48,45,74,72,128,129,182,218,249,319,383,424,494,568,648,696,695,711,720,676,609,508,450,299,237,123,66,38,14,4,0,0
99901,11819,2860,913,346,178,90,39,22,12,13,5,1,5,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,1,9,6,12,8,12,21,21,27,32,63,63,96,126,149,202,243,319,383,462,542,614,733,754,846,798,806,696,628,505,345,226,141,62,30,5,4,0
90161,10080,2274,699,269,118,49,16,13,5,5,5,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,2,3,6,4,8,12,20,19,25,48,51,69,105,143,212,269,317,438,523,609,702,798,846,926,843,797,745,537,418,271,135,63,25,5,1
80904,8777,1914,523,198,96,33,16,8,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,2,2,3,9,13,12,27,37,37,61,62,119,154,234,277,351,467,568,717,768,929,952,983,853,832,598,441,277,146,52,9,3
73511,7294,1529,432,146,39,28,8,5,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,3,8,11,19,27,47,53,75,122,171,227,325,433,577,704,844,1001,1010,1085,982,866,636,439,207,87,27,8
66610,6296,1197,300,104,45,20,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,10,13,20,16,31,59,112,141,223,310,405,554,766,834,983,1186,1206,1035,882,610,377,159,52,6
59949,5257,960,246,65,26,8,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4,3,10,8,19,28,60,84,126,222,278,378,541,727,920,1152,1171,1200,1127,917,598,311,96,15
54420,4481,804,175,47,14,10,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,1,5,8,15,21,34,82,115,152,290,409,589,819,1061,1237,1289,1299,1102,817,443,167,39
49129,3726,627,120,35,10,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,5,6,20,36,58,105,156,309,434,642,900,1134,1304,1463,1339,1088,664,261,69
44389,3257,459,77,20,10,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,4,9,18,24,58,104,181,316,490,705,1046,1281,1467,1507,1316,930,425,111
40078,2697,363,60,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,13,15,56,100,213,337,547,846,1195,1558,1671,1554,1116,614,155
36195,2272,295,64,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,12,41,74,155,206,413,661,1069,1381,1648,1831,1427,830,245
32610,1921,208,38,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,7,18,42,61,164,282,473,874,1248,1745,1927,1756,1045,353
29552,1712,181,24,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,11,29,43,115,210,354,712,1095,1639,2028,1884,1364,510
26349,1393,133,14,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,13,21,54,136,233,523,888,1543,2037,2222,1671,653
24019,1128,108,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,17,39,78,188,396,736,1376,1938,2385,1984,855
21580,923,79,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,16,56,125,252,638,1168,1896,2429,2256,1156
19626,767,46,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,12,27,75,213,511,961,1696,2527,2601,1372
17609,660,64,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,20,66,134,343,786,1650,2514,2798,1678
15824,575,36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,17,36,92,264,627,1458,2446,3039,2018
14551,520,36,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,29,72,222,525,1263,2436,3134,2310
12864,359,26,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,41,131,420,1070,2215,3349,2759
11760,337,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,12,26,109,327,951,2064,3420,3088
10173,288,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,16,71,240,694,1869,3518,3588
9439,242,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,53,182,654,1760,3403,3936
8627,179,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,38,144,486,1620,3506,4198
7670,164,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,16,107,419,1365,3479,4608
7026,125,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,13,78,329,1218,3467,4892
